transaction_id,date,company_name,stock_symbol,trader_name,transaction_type,quantity,price_per_share,total_value,is_scam_related
4de805ec-ee70-48f4-bc9b-810f65a4ae2d,3/1/1990,"Clark, Martin and Chang",iazQ,Harshad Mehta,Buy,1121,569.19,638061.99,FALSE
56b248f1-397c-43f9-87dd-6c9ca275b776,9/8/1988,"Anderson, Boyd and Rios",jCku,Dr. Mark Richardson,Sell,3943,75.05,295922.15,TRUE
177c2794-8f89-4213-abdf-b44b2736f2a0,2/18/1990,Hall PLC,HYif,Harshad Mehta,Sell,8089,777.77,6291381.53,TRUE
57f1b7b3-91aa-4516-bbd1-052986cecd0a,9/6/1989,"Johnson, Williams and Harrison",oqPh,Harshad Mehta,Sell,9792,458.76,4492177.92,TRUE
0a5e2847-9f9e-40be-ba7b-0da9b6a45b4f,4/23/1990,"Herrera, Bell and Henry",yJSS,Harshad Mehta,Sell,6973,529.15,3689762.95,TRUE
9cd89998-c0d5-497e-97de-c7d9f2a96ed5,1/11/1989,Chung-Pollard,VjZi,Harshad Mehta,Sell,5775,446.36,2577729,FALSE
d9267468-a9ae-49af-8d8f-8279bb7fa161,11/27/1990,Clark PLC,AAQz,Gary Padilla,Sell,261,406.76,106164.36,FALSE
1441e94d-ab43-4971-82ac-3fb9c0d25242,2/11/1991,Underwood and Sons,YAEY,Michael Diaz,Buy,4397,564.04,2480083.88,FALSE
af150016-9aa9-4126-bbdb-f0e9d0280349,3/10/1991,"Phillips, Tucker and Savage",nEPb,Janet Smith,Buy,1095,163.69,179240.55,TRUE
2e11bb66-a819-4754-8f11-1e5a08ffbd3f,9/14/1990,Watson-Anderson,etEz,Harshad Mehta,Buy,7729,190.11,1469360.19,TRUE
8d60a816-497f-477d-ac7a-9da4643fc2f5,10/11/1990,Ortiz LLC,skXd,Kayla Hopkins,Sell,9567,863.17,8257947.39,FALSE
99b50197-ab94-4f78-b4ee-5cec513d3086,1/30/1991,"Hicks, Jackson and Mitchell",mhxT,Harshad Mehta,Sell,1116,946.65,1056461.4,TRUE
e625a784-bb8d-4f4a-86d2-0f9828a737a6,3/23/1991,Johnson-Sanchez,Gmmf,Harshad Mehta,Buy,7969,379.58,3024873.02,FALSE
7bc657b8-d269-48bf-a2f4-bc2c9a3fe4eb,11/9/1989,"Ramirez, Schneider and Davis",QFkI,Harshad Mehta,Sell,6539,278.04,1818103.56,TRUE
cd05e6df-bbda-4553-b5e7-c84a4ea8c80b,3/27/1990,Brown-Sanchez,XcJj,Virginia Reed,Sell,7992,647.56,5175299.52,FALSE
a68a4bfb-7845-4b79-908c-617e1d47f16e,8/12/1989,Wolf Ltd,jEXh,Michael Johnson,Sell,6963,414.65,2887207.95,FALSE
a039112b-ff0f-45c0-ba86-b5595e798512,9/2/1988,Woods Ltd,BycF,Jeremy Vaughn,Sell,8016,35.13,281602.08,FALSE
43d79907-b988-48e6-a3dd-059c3b916f39,8/7/1989,Gray-Tyler,GYRd,Harshad Mehta,Sell,8629,164.59,1420247.11,FALSE
7d247806-9fc3-4942-baa8-63f37198c62e,7/24/1989,Wilson-Schroeder,NiVy,Harshad Mehta,Buy,978,718.81,702996.18,FALSE
bb7dcf8a-a8e9-4dd2-99d8-3cd968e1d888,11/12/1990,Mueller Inc,fIQq,Danielle Harris,Sell,9368,662.33,6204707.44,FALSE
437f9fda-1e21-4be5-a3a1-8cff75e7d92e,10/13/1988,Kennedy LLC,Qbrs,Harshad Mehta,Sell,4987,36.83,183671.21,TRUE
b061a329-d8ba-435e-86f7-901e1e526c71,8/7/1989,"Nguyen, Jacobs and Whitaker",flbk,Steven Benjamin,Sell,4959,229.75,1139330.25,FALSE
9b627217-6dda-4df3-a824-3b2a78157805,5/29/1989,Webb-Bird,Amjg,Katie White,Sell,6431,238.76,1535465.56,TRUE
fdf8d6b2-ac0f-4e10-b284-26f34f769987,10/10/1990,Green LLC,FdGg,William Wilson,Sell,8671,675.17,5854399.07,TRUE
63f21941-ace8-4f18-9194-8cf6fdf75554,1/16/1991,"Aguilar, Schneider and Chavez",tfRm,Harshad Mehta,Buy,8784,29.51,259215.84,FALSE
02bdbdfd-1e84-457d-8cd9-1ad218272a5a,5/4/1989,Cox-Morris,VDtx,Craig Moore,Sell,7308,113.07,826315.56,TRUE
2e8eca1b-6626-4982-a433-b182addfc1dc,6/5/1989,"Becker, Hood and Edwards",qGVW,Harshad Mehta,Buy,5376,801.92,4311121.92,TRUE
564c21e0-4498-402c-bb91-97eb04dffc47,4/15/1991,Daniel-Bennett,FfHu,Harshad Mehta,Buy,2162,186.76,403775.12,TRUE
69fb77fb-3ce1-4590-ae54-ee8b7f56728d,4/13/1990,"Reilly, Vincent and Lynch",IgkZ,Brent Gutierrez,Buy,164,656.22,107620.08,TRUE
c9f14d6e-027f-4cca-bed5-53d0bd9f119f,11/10/1988,"Morales, Fowler and Garrison",hfoK,Joseph Gillespie,Buy,8106,245.8,1992454.8,TRUE
5b054fb9-31f6-49d2-9557-72ba8867aecc,6/9/1991,Murphy-Martinez,RicF,Jeffrey Lewis,Sell,2668,108.45,289344.6,TRUE
35321d11-4c77-4d54-bff5-a21e6edfabef,2/9/1989,Mcgrath Inc,dmoK,Christine West,Buy,5563,250.74,1394866.62,FALSE
22e3e9c0-6070-4324-8eb8-06ea7c82abc6,1/29/1990,Solomon-Martinez,XsaB,Harshad Mehta,Sell,2127,725.04,1542160.08,TRUE
686731ee-ad15-4cc6-87c4-54006c45d0c6,2/28/1991,Drake and Sons,IslQ,Harshad Mehta,Buy,2795,857.14,2395706.3,TRUE
cc981b80-8818-45cb-9906-4686d761e507,5/25/1990,Mendoza-Powell,jRAx,Cynthia Miller,Buy,9787,831.92,8142001.04,TRUE
de736d53-8302-4767-bb67-17a780eeb805,9/27/1988,"Ford, Salinas and Gilmore",Izpb,Harshad Mehta,Sell,5358,403.21,2160399.18,TRUE
cf7a5625-c1f1-474b-a35f-714d68445b3b,11/1/1988,Rodriguez-Cline,GHNB,Harshad Mehta,Buy,5718,671.4,3839065.2,TRUE
05c36f48-93fa-4f6e-bea9-a3ddee1c90dc,2/1/1991,Gray-Reed,SkeS,Harshad Mehta,Sell,6836,212.93,1455589.48,TRUE
fadf18ed-82d6-4fb0-899b-87cb2d8abd0c,6/18/1990,"Stephens, Roberson and Baldwin",FPOI,Harshad Mehta,Sell,491,300.22,147408.02,FALSE
b4477e92-f464-4424-89cc-b64908206a5e,10/19/1989,Murphy and Sons,vusA,Harshad Mehta,Sell,5992,897.37,5377041.04,FALSE
2cd7255e-a5c1-4174-99f0-3ca1ca294a1a,3/23/1989,"Castaneda, Gibson and Perkins",PzWw,Bryan Contreras,Buy,3661,22.87,83727.07,TRUE
e4e82369-d430-4ca9-a749-487e4ebbc9b3,2/9/1990,Tate-Garcia,xSNa,Harshad Mehta,Sell,6284,94.65,594780.6,FALSE
9d16ce09-bb54-4f06-a358-a8b6f8f15bd5,9/22/1988,Torres-Williams,ewWi,Sean Martin,Sell,3199,215.81,690376.19,FALSE
2f8dd50d-e100-4646-8c9b-89ebcf9ada71,9/16/1989,"Lewis, Pitts and Smith",PqNY,Michael Willis,Sell,6378,36.27,231330.06,TRUE
8fbaf8ac-0e6e-4001-a0c7-197eb49e7464,3/29/1990,"Mcneil, Gillespie and Adams",DNat,Brian Peck,Buy,8492,189.62,1610253.04,TRUE
c72c2ebb-d832-4254-a08d-da28b680b08e,1/16/1991,Woods LLC,RDoL,Robert Williamson,Buy,3204,587.21,1881420.84,FALSE
62a9e328-cb37-48d6-bc6e-6d27284f39a6,7/17/1988,"Graves, Parker and Davenport",jlfS,Harshad Mehta,Buy,7315,427.21,3125041.15,TRUE
a5d63197-93ae-4137-a96f-44e355047c02,3/11/1991,Lewis-Jones,dgUs,Harshad Mehta,Sell,2554,893.74,2282611.96,TRUE
b6c90221-9ac3-4435-9e7f-2adc359cf721,3/7/1990,"Thomas, Campbell and Garcia",BkuM,Michael Salinas,Buy,9096,819.27,7452079.92,FALSE
e37ae908-db93-44d1-bc97-ed14e624761d,9/8/1990,"Mann, Jackson and Wilson",bQwC,Brian Orr,Buy,2831,348.4,986320.4,FALSE
a9ef8688-ae77-4730-9181-423033f90c86,5/20/1991,Briggs Group,AweG,Harshad Mehta,Sell,8254,266.83,2202414.82,TRUE
1a54afc6-c41b-4332-85e9-ed53b0ba30b3,11/7/1989,Carpenter-Watkins,rgHz,William Hayes,Sell,9862,385.9,3805745.8,FALSE
a1b086ef-defd-4f3a-95d8-b0dc1b05f8f1,3/10/1990,Campbell-Ruiz,AzRl,Catherine Richardson,Buy,5156,594.39,3064674.84,TRUE
18e9acf9-73b8-4e29-b3ed-98c00145f170,12/4/1989,"Benton, Fernandez and Anderson",wGeJ,Harshad Mehta,Sell,8210,275.38,2260869.8,TRUE
e66f6aaa-4097-4203-a69f-9713d3fd7093,3/31/1989,"Leon, Martinez and Hall",Mdpj,Benjamin Jimenez,Buy,3940,627.91,2473965.4,TRUE
1d657d17-c2c4-40fc-90c5-a9faa7d2407e,5/12/1990,Nicholson-Jenkins,Jchw,Harshad Mehta,Sell,1128,415.32,468480.96,TRUE
fa6be543-5339-4241-b37c-8df9fec9db96,1/17/1991,Smith-Johnson,RlPm,Andrew Lawson,Buy,7485,556.53,4165627.05,TRUE
23976371-4b30-4b39-b04f-8a1ca20f4e5b,11/14/1990,"Adams, Gregory and Valentine",QIZv,Harshad Mehta,Sell,602,441.77,265945.54,TRUE
a5417c8e-1a54-4081-bbf5-d9645072b7b6,9/30/1990,Olsen-Hayes,Zqws,Harshad Mehta,Buy,7010,301.52,2113655.2,FALSE
5d3b68e1-7ecc-4e8c-8bf3-028f7ab17b8b,2/19/1989,"Young, Wright and Swanson",hVaQ,John Mitchell,Buy,9162,948.97,8694463.14,FALSE
a931071d-3063-4981-a1b0-2dfc7f8be76e,11/7/1988,"Wells, Hunt and Mills",yEDp,Harshad Mehta,Sell,7038,765.97,5390896.86,FALSE
647bd503-7159-42af-98e3-b2df654c372c,11/22/1989,Castillo PLC,FMXp,Harshad Mehta,Sell,4588,148.71,682281.48,FALSE
545a71a2-45a9-4fad-8934-c6dbeab999a2,5/20/1990,Benitez LLC,BOqG,Maria Richardson,Sell,306,869.78,266152.68,TRUE
64f80d57-91a1-436e-bae8-ca58076fcf00,11/21/1990,Perkins and Sons,HSPG,Harshad Mehta,Sell,5234,492.56,2578059.04,FALSE
4cace8af-c823-4699-9aea-3b18d3fa956c,7/24/1990,Vasquez Ltd,IsIW,Harshad Mehta,Buy,6077,895.61,5442621.97,FALSE
d6a59f22-49a4-4593-97cb-dd2422f2064e,6/20/1991,"Keller, Butler and Johnson",jyNk,Michael King,Buy,7821,801.86,6271347.06,FALSE
c1eccdad-61e7-484a-81b6-3b253424522c,8/4/1988,Grant PLC,PicZ,Lance Day,Buy,7135,430.96,3074899.6,TRUE
6e6f7e02-d0d5-41fb-bd3f-a5b630fa90de,5/22/1989,Morris-Rodgers,BKyJ,Harshad Mehta,Sell,1584,32.24,51068.16,TRUE
73162963-6c42-4ff0-a5dc-3fddf5f7fcda,9/7/1990,Brooks-Benjamin,wpiz,Harshad Mehta,Buy,7958,275.99,2196328.42,FALSE
61121bdd-a02b-4503-a69e-93f7abc5c5af,12/28/1989,Rhodes and Sons,oOxq,Alexander Jackson,Buy,963,546.22,526009.86,TRUE
9cec942a-8a07-4a80-993d-c40dc4ddedea,7/14/1988,Johnson Ltd,xkkp,Kayla Olson,Buy,2890,637.14,1841334.6,TRUE
5738b1fe-d02f-4ee4-afdf-d56b246cfd87,11/2/1988,Miller PLC,yXmg,Harshad Mehta,Buy,7508,265.31,1991947.48,TRUE
17cc5867-7c8e-4340-b45f-fb00a394d133,5/12/1990,"Mcdonald, Martin and Chapman",MNBX,Harshad Mehta,Buy,8855,147.96,1310185.8,FALSE
7c111644-6c14-4ced-bf4b-d1fc71770c7e,8/26/1988,King PLC,UYyZ,Harshad Mehta,Sell,5216,836.58,4363601.28,FALSE
d3b82d5b-5a47-4ed7-8f7d-2805f44dad9f,9/16/1988,"Gordon, Parrish and Skinner",zNep,Harshad Mehta,Sell,6119,984.56,6024522.64,FALSE
137f6534-fea3-4b6d-b735-82d21ad54e70,12/27/1990,Smith-Beltran,GBTY,Harshad Mehta,Sell,1857,530.43,985008.51,FALSE
f97e737a-8e82-4761-8258-081030523b6d,1/23/1989,"Nelson, Shah and Garza",WdAa,Traci Jones,Sell,7674,179.96,1381013.04,TRUE
ee5a1f06-4846-4d83-b8f9-140626dd2a51,11/27/1988,Martin and Sons,hCcv,Harshad Mehta,Buy,6474,279.58,1810000.92,TRUE
42162000-85dd-4099-aa2b-93bdbdfcbe58,12/24/1990,"Glenn, Clayton and Waters",qZnV,Harshad Mehta,Sell,6992,28.21,197244.32,TRUE
759d9190-f4aa-4e66-88dd-c744e17d0bae,7/28/1990,Brandt and Sons,gXaM,Harshad Mehta,Sell,1778,915.16,1627154.48,TRUE
531faef5-f606-4f0b-8725-d56f5b9aae48,3/6/1991,"Alvarado, Huber and Obrien",yBhD,Shelly Bell,Sell,3342,126.57,422996.94,FALSE
471dbfd9-456a-4501-8bf2-735b1aaaafae,8/6/1990,Mathis Inc,Atix,Harshad Mehta,Buy,4736,580.75,2750432,FALSE
772944f4-be05-4df2-9b3f-55940ff6ff3d,1/1/1990,Wood PLC,fEnB,Kristen Willis,Buy,1159,281.31,326038.29,FALSE
9aff351c-5d63-49da-85f5-7d090c855ce1,1/7/1989,"Garrison, Hart and Collins",MGUA,Samuel Brown,Buy,6768,558.64,3780875.52,TRUE
5c834e2a-c69b-4157-9634-e68b07b586e3,1/11/1991,"Peters, Crawford and Davis",KbWE,Harshad Mehta,Buy,3257,654.91,2133041.87,TRUE
81bb9797-efc2-470d-b041-9e324f1f8c0e,9/12/1990,Hurst-Cannon,PeSW,Harshad Mehta,Buy,6015,831.44,5001111.6,TRUE
f1687beb-fc63-411a-90ca-408b6b8038e5,1/22/1991,Wright-Stephens,xOID,Mark Jacobson,Buy,9889,214.36,2119806.04,TRUE
dbc4378f-f4b0-44ab-b731-ac90164b4eae,9/12/1988,Jones LLC,rAQf,Angel Cummings,Sell,2793,20.89,58345.77,FALSE
e6f7c319-d210-4dda-9d75-cb96c961307f,4/28/1990,"Diaz, Page and Tran",nQVJ,John Miller,Sell,3727,145.52,542353.04,FALSE
2fc57a95-688d-4397-b0e8-6cf436c76ac8,3/1/1991,"Clarke, Dunlap and Scott",Ujbe,Eric Manning,Sell,9655,901.02,8699348.1,TRUE
ada351da-61c0-40b7-baa8-2a0eb586993b,1/10/1990,"Christian, Marquez and Glover",PdNi,Ashley Mendoza DVM,Sell,5550,875.15,4857082.5,TRUE
e1284aec-f3ec-4246-a220-b9f423bc8ef9,5/5/1989,Holland PLC,wEZh,Harshad Mehta,Sell,1763,601.44,1060338.72,FALSE
0fcdcfaa-9c9e-4f82-8760-6868fe21a173,7/31/1988,Williams-Hicks,DDWH,Harshad Mehta,Sell,9821,604.51,5936892.71,TRUE
f59c03f2-c20a-4fa4-a9cb-a879b7c37951,10/19/1988,Leblanc Group,FuyP,Harshad Mehta,Sell,5692,668.39,3804475.88,TRUE
af2a4256-604c-48dc-83b7-710223ed1fa3,10/3/1988,Logan Inc,QuXO,Harshad Mehta,Buy,7492,183.62,1375681.04,FALSE
8713c74a-033b-426b-8572-3f556b6c0585,10/2/1990,Sandoval and Sons,Oygt,Christian Pittman,Buy,1406,915.27,1286869.62,TRUE
5ecdc94a-93f8-45ab-a324-60046f9e1846,1/25/1990,"Cook, West and Taylor",voEx,Harshad Mehta,Sell,6876,424.58,2919412.08,TRUE
468cbbfe-fe86-4fa1-9962-4c0643406299,6/5/1990,Baker-Preston,LKSb,Harshad Mehta,Sell,5964,389.31,2321844.84,TRUE
1ec2f46d-686a-416b-9d84-a8c8f43cf0db,1/7/1989,Carter-Jordan,LZbm,Harshad Mehta,Buy,9574,523.73,5014191.02,FALSE
e2661a13-cdd8-4bf1-b153-8d344724c42b,10/24/1988,Cook Group,oRsP,Harshad Mehta,Sell,7626,56.5,430869,TRUE
263580be-8fca-49a4-92bd-400aac346c55,1/24/1991,Gilbert Group,YBzC,Harshad Mehta,Sell,9001,174.62,1571754.62,FALSE
c5fe5aa3-9c92-4b77-96ab-3ac00b4006e1,8/25/1990,Smith-Morris,WEnk,Harshad Mehta,Sell,5675,740.65,4203188.75,TRUE
850fbaf4-eced-441b-b999-495a400a0755,12/3/1989,Bell LLC,WpEQ,Harshad Mehta,Buy,5630,91.97,517791.1,TRUE
1c2068d5-69fc-4dd6-b608-4ca1cb5ef90c,10/12/1989,"Decker, Macias and Cochran",ovbM,Harshad Mehta,Buy,4513,607.12,2739932.56,FALSE
e25f3108-369d-4e39-9731-0dffe65c4c1a,8/26/1988,"Carpenter, Mcclure and Schaefer",tysA,Harshad Mehta,Sell,3848,252.9,973159.2,FALSE
42ea0513-b544-44b5-a5bf-4df7aba16c19,3/31/1990,Brandt LLC,qSsk,Jacob Roberts,Buy,763,395.4,301690.2,FALSE
2168c1d5-0790-4a1a-bc55-91e0178f3a3b,8/15/1990,Johnson-Khan,kDrG,Harshad Mehta,Buy,2098,295.81,620609.38,TRUE
0e52eea8-8e40-468e-a913-3f8c4aa7aa88,2/14/1990,Baker-Pacheco,ZmOe,Harshad Mehta,Buy,8094,362.12,2930999.28,TRUE
a04c04c9-bcf6-46f3-a3f4-2899fb5ad439,11/19/1990,Ross-Lee,YOCp,Michaela Moore,Sell,1595,721.86,1151366.7,FALSE
3cac541c-e486-41a7-89b5-061f4f4dc235,6/7/1990,Bishop-Blevins,vYbr,Michael Oliver,Buy,3404,304.15,1035326.6,TRUE
03fceb54-f885-42a3-a6ee-bba3db770292,8/25/1989,"Abbott, Rich and Merritt",GOeJ,Harshad Mehta,Buy,3863,570.74,2204768.62,TRUE
5d21c250-45ae-43ed-a233-0e6bde1207fb,4/26/1989,"Warner, Brown and Duncan",TAdM,Harshad Mehta,Sell,5332,481.29,2566238.28,FALSE
44322db2-35d1-4c15-b951-b77a3078ec84,9/16/1989,Jackson and Sons,WTAp,Timothy Griffith,Sell,1953,667.03,1302709.59,TRUE
b84baf01-0108-434a-ae5e-df9ee444d598,1/11/1989,Lawrence LLC,whTN,Harshad Mehta,Sell,6685,937.46,6266920.1,TRUE
29f48676-73bf-418d-81df-8d859ef38c3b,5/11/1991,"Lee, Rogers and Allen",IHeH,Jamie Brady,Buy,1391,735.25,1022732.75,FALSE
